Reef.name;Site name;Collection date;Genotype;Depth;Time;Health Chart;Tide_adjust;Depth_corrected;Lat;Lon;eventID
Pelorus East;Pelorus;08/03/2022;939;4.3;08/03/2022 12:00;C5;2.17597185632116;2,1;-18,558459;146,502608;Aspat_939
Pelorus East;Pelorus;08/03/2022;940;4.1;08/03/2022 12:02;C4;2.17454534219082;1,9;-18,558463;146,502588;Aspat_940
Pelorus East;Pelorus;08/03/2022;941;3.9;08/03/2022 12:04;C3;2.17308035220119;1,7;-18,558457;146,502575;Aspat_941
Kelso;Kelso;09/03/2022;942;2.3;09/03/2022 09:27;D3;0.787251520746577;1,5;-18,423753;146,985555;Aspat_942
Kelso;Kelso;09/03/2022;943;2.1;09/03/2022 09:34;C3/E3;0.781273447744061;1,3;-18,423708;146,985631;Aspat_943
Kelso;Kelso;09/03/2022;944;1.6;09/03/2022 09:37;E2/C2;0.778684596451876;0,8;-18,423717;146,985672;Aspat_944
Kelso;Kelso;09/03/2022;945;1.7;09/03/2022 09:41;C3;0.775210867673673;0,9;-18,423717;146,98572;Aspat_945
Kelso;Kelso;09/03/2022;946;1.6;09/03/2022 09:45;B3/C3;0.77171489069724;0,8;-18,423696;146,98571;Aspat_946
Kelso;Kelso;09/03/2022;947;1.7;09/03/2022 09:47;E3/C3;0.769959522549976;0,9;-18,423691;146,985726;Aspat_947
Kelso;Kelso;09/03/2022;948;1.4;09/03/2022 09:48;C3;0.769080162831017;0,6;-18,423684;146,985709;Aspat_948
Kelso;Kelso;09/03/2022;949;6.1;09/03/2022 09:12;D2/D3;0.799702357409433;5,3;-18,423767;146,985506;Aspat_949
Kelso;Kelso;09/03/2022;950;1.6;09/03/2022 09:18;D2;0.794787474502859;0,8;-18,423745;146,985502;Aspat_950
Kelso;Kelso;09/03/2022;951;1.7;09/03/2022 09:20;D2;0.793128932740502;0,9;-18,423619;146,985512;Aspat_951
Kelso;Kelso;09/03/2022;952;1.6;09/03/2022 09:23;D2;0.790623393130365;0,8;-18,423585;146,9855;Aspat_952
Kelso;Kelso;09/03/2022;953;1.7;09/03/2022 09:26;D2;0.788097687520865;0,9;-18,42356;146,98547;Aspat_953
Kelso;Kelso;09/03/2022;954;1.7;09/03/2022 09:30;D2/D3;0.78470087912526;0,9;-18,423654;146,985455;Aspat_954
Kelso;Kelso;09/03/2022;955;1.6;09/03/2022 09:34;D2;0.781273447744061;0,8;-18,423533;146,985435;Aspat_955
Chicken;Chicken;10/03/2022;956;3.8;10/03/2022 09:47;C4;1.77269462105757;2;-18,669899;147,707242;Aspat_956
Kelso;Kelso;09/03/2022;957;1.6;09/03/2022 09:51;C4;0.766435963315042;0,8;-18,423685;146,985695;Aspat_957
Kelso;Kelso;09/03/2022;958;1.6;09/03/2022 09:53;E3/D4;0.764668549641796;0,8;-18,423674;146,985703;Aspat_958
Kelso;Kelso;09/03/2022;959;1.5;09/03/2022 09:55;B4;0.762897899598364;0,7;-18,423668;146,985723;Aspat_959
Kelso;Kelso;09/03/2022;960;1.4;09/03/2022 10:00;D2;0.75845968062871;0,6;-18,423655;146,985745;Aspat_960
Kelso;Kelso;09/03/2022;961;1.5;09/03/2022 10:01;C3/B2;0.757570440943131;0,7;-18,423662;146,985764;Aspat_961
Kelso;Kelso;09/03/2022;962;1.6;09/03/2022 10:03;E3/C4;0.755790757908975;0,8;-18,423683;146,985753;Aspat_962
Kelso;Kelso;09/03/2022;963;1.7;09/03/2022 10:04;C3;0.754900412726077;0,9;-18,423692;146,985758;Aspat_963
Kelso;Kelso;09/03/2022;964;1.3;09/03/2022 10:07;D2;0.752227951878159;0,5;-18,42369;146,985788;Aspat_964
Kelso;Kelso;09/03/2022;965;1.5;09/03/2022 10:09;D3/purple;0.750445614955072;0,7;-18,423662;146,985794;Aspat_965
Kelso;Kelso;09/03/2022;966;1.8;09/03/2022 10:12;C2/E3;0.747772048121841;1,1;-18,423651;146,985782;Aspat_966
Kelso;Kelso;09/03/2022;967;1.5;09/03/2022 10:21;C2;0.739763288908639;0,8;-18,423635;146,98576;Aspat_967
Kelso;Kelso;09/03/2022;968;1.6;09/03/2022 10:26;C3;0.735331450358204;0,9;-18,4236;146,985772;Aspat_968
Kelso;Kelso;09/03/2022;969;1.4;09/03/2022 10:27;C3/E3;0.734447314585671;0,7;-18,42359;146,985776;Aspat_969
Kelso;Kelso;09/03/2022;970;1.5;09/03/2022 10:34;D3;0.72828510930276;0,8;-18,423594;146,985813;Aspat_970
Kelso;Kelso;09/03/2022;971;1.7;09/03/2022 10:36;C2/C3;0.726534532183005;1;-18,423547;146,985886;Aspat_971
Kelso;Kelso;09/03/2022;972;1.8;09/03/2022 09:36;C3;0.779549192655697;1;-18,423537;146,985415;Aspat_972
Kelso;Kelso;09/03/2022;973;1.5;09/03/2022 09:39;D2;0.776950705173984;0,7;-18,423518;146,985415;Aspat_973
Kelso;Kelso;09/03/2022;974;1.4;09/03/2022 09:45;D3;0.77171489069724;0,6;-18,423476;146,985313;Aspat_974
Kelso;Kelso;09/03/2022;975;1.7;09/03/2022 09:47;C3;0.769959522549976;0,9;-18,423446;146,985313;Aspat_975
Kelso;Kelso;09/03/2022;976;1.7;09/03/2022 09:48;D1/D2;0.769080162831017;0,9;-18,423453;146,98532;Aspat_976
Kelso;Kelso;09/03/2022;977;1.5;09/03/2022 09:50;D2;0.767318334623139;0,7;-18,423423;146,98532;Aspat_977
Kelso;Kelso;09/03/2022;978;1.8;09/03/2022 09:52;E3;0.765552685414329;1;-18,423375;146,985339;Aspat_978
Kelso;Kelso;09/03/2022;979;1.5;09/03/2022 09:56;E4;0.762011482994892;0,7;-18,42333;146,98538;Aspat_979
Kelso;Kelso;09/03/2022;980;1.5;09/03/2022 09:58;D2;0.760236711091361;0,7;-18,423297;146,985356;Aspat_980
Kelso;Kelso;09/03/2022;981;1.6;09/03/2022 10:01;D2/D3;0.757570440943131;0,8;-18,423284;146,985361;Aspat_981
Kelso;Kelso;09/03/2022;982;1.5;09/03/2022 10:04;D2;0.754900412726077;0,7;-18,423263;146,985365;Aspat_982
Kelso;Kelso;09/03/2022;983;1.7;09/03/2022 10:05;C2;0.754009797240921;0,9;-18,423273;146,985349;Aspat_983
Kelso;Kelso;09/03/2022;984;1.4;09/03/2022 10:07;D2;0.752227951878159;0,6;-18,423287;146,985282;Aspat_984
Kelso;Kelso;09/03/2022;985;1.5;09/03/2022 10:08;C3;0.751336820285504;0,7;-18,423276;146,985239;Aspat_985
Kelso;Kelso;09/03/2022;986;1.6;09/03/2022 10:08;C3;0.751336820285504;0,8;-18,42322;146,985198;Aspat_986
Chicken;Chicken;10/03/2022;987;4.3;10/03/2022 09:37;D3;1.80257601633602;2,5;-18,670048;147,70725;Aspat_987
Chicken;Chicken;10/03/2022;988;4.1;10/03/2022 09:40;D3;1.79369593265437;2,3;-18,670031;147,707207;Aspat_988
Chicken;Chicken;10/03/2022;989;4.5;10/03/2022 09:42;D4;1.78773446657038;2,7;-18,669977;147,707209;Aspat_989
Chicken;Chicken;10/03/2022;990;2.7;10/03/2022 09:45;D3;1.77873314999188;0,9;-18,669958;147,707242;Aspat_990
Chicken;Chicken;10/03/2022;991;3.2;10/03/2022 10:15;D3;1.68570335129257;1,5;-18,669945;147,707441;Aspat_991
Chicken;Chicken;10/03/2022;992;2.6;10/03/2022 10:17;D4;1.67936458014959;0,9;-18,669998;147,707449;Aspat_992
Chicken;Chicken;10/03/2022;993;2.3;10/03/2022 10:23;C4;1.6602937953832;0,6;-18,669986;147,707448;Aspat_993
Chicken;Chicken;10/03/2022;994;3.5;10/03/2022 10:20;D4;1.66983820323216;1,8;-18,670001;147,707458;Aspat_994
Chicken;Chicken;10/03/2022;995;2.5;10/03/2022 10:25;D5;1.65392297260928;0,8;-18,670037;147,707416;Aspat_995
Chicken;Chicken;10/03/2022;996;3.1;10/03/2022 10:27;D4;1.64754733745277;1,5;-18,670052;147,707458;Aspat_996
Chicken;Chicken;10/03/2022;997;2.9;10/03/2022 10:30;D4;1.63797766724223;1,3;-18,670071;147,707474;Aspat_997
Chicken;Chicken;10/03/2022;998;2.4;10/03/2022 10:32;D5;1.63159561369269;0,8;-18,670077;147,707496;Aspat_998
Chicken;Chicken;10/03/2022;999;2.3;10/03/2022 10:34;D3;1.62521323916699;0,7;-18,67007;147,707542;Aspat_999
Chicken;Chicken;10/03/2022;1000;2.9;10/03/2022 10:38;D3;1.61245266254723;1,3;-18,670069;147,707557;Aspat_1000
Chicken;Chicken;10/03/2022;1501;3.5;10/03/2022 10:41;D4;1.60289093433243;1,9;-18,669954;147,707641;Aspat_1501
Chicken;Chicken;10/03/2022;1502;2.9;10/03/2022 10:42;C2;1.5997062046168;1,3;-18,669934;147,707631;Aspat_1502
Chicken;Chicken;10/03/2022;1503;2.3;10/03/2022 10:45;D3;1.59016179676784;0,7;-18,669915;147,707647;Aspat_1503
Chicken;Chicken;10/03/2022;1504;2.2;10/03/2022 10:47;D4;1.58380860904382;0,6;-18,669891;147,70765;Aspat_1504
Chicken;Chicken;10/03/2022;1505;2.9;10/03/2022 10:51;D4;1.57113138554114;1,3;-18,669833;147,707649;Aspat_1505
Chicken;Chicken;10/03/2022;1506;4.9;10/03/2022 09:26;D2;1.8344378825559;3,1;-18,670243;147,707176;Aspat_1506
Chicken;Chicken;10/03/2022;1507;4.8;10/03/2022 09:29;D2/D3;1.82586357175596;3;-18,670177;147,707149;Aspat_1507
Chicken;Chicken;10/03/2022;1508;6.4;10/03/2022 09:32;C3;1.81720061231312;4,6;-18,670196;147,707095;Aspat_1508
Chicken;Chicken;10/03/2022;1509;6.1;10/03/2022 09:35;B3;1.8084529251178;4,3;-18,670143;147,707036;Aspat_1509
Chicken;Chicken;10/03/2022;1510;3.3;10/03/2022 09:41;D3;1.79071924097993;1,5;-18,669605;147,706998;Aspat_1510
Chicken;Chicken;10/03/2022;1511;3.4;10/03/2022 09:43;D2;1.7847417595331;1,6;-18,669619;147,70699;Aspat_1511
Chicken;Chicken;10/03/2022;1512;1.9;10/03/2022 09:45;C3;1.77873314999188;0,1;-18,669588;147,706966;Aspat_1512
Chicken;Chicken;10/03/2022;1513;1.5;10/03/2022 09:47;C3;1.77269462105757;-0,3;-18,669571;147,7069;Aspat_1513
Chicken;Chicken;10/03/2022;1514;2;10/03/2022 09:50;D2;1.7635833875795;0,2;-18,66948;147,706859;Aspat_1514
Chicken;Chicken;10/03/2022;1515;1.4;10/03/2022 09:52;C3;1.75747538712626;-0,4;-18,669474;147,706875;Aspat_1515
Chicken;Chicken;10/03/2022;1516;1.3;10/03/2022 09:55;C2;1.74826569092786;-0,4;-18,669426;147,706876;Aspat_1516
Chicken;Chicken;10/03/2022;1517;1.5;10/03/2022 09:58;D2;1.73900246720053;-0,2;-18,669365;147,706865;Aspat_1517
Chicken;Chicken;10/03/2022;1518;1.4;10/03/2022 10:00;D2;1.73279931666593;-0,3;-18,669363;147,70688;Aspat_1518
Chicken;Chicken;10/03/2022;1519;1.6;10/03/2022 10:03;D2;1.72345620832321;-0,1;-18,669288;147,706917;Aspat_1519
Chicken;Chicken;10/03/2022;1520;1.6;10/03/2022 10:05;D2/D3;1.71720370833266;-0,1;-18,669297;147,706837;Aspat_1520
Chicken;Chicken;10/03/2022;1521;1.5;10/03/2022 10:07;D2;1.71093366630773;-0,2;-18,669341;147,706728;Aspat_1521
Chicken;Chicken;10/03/2022;1522;1.3;10/03/2022 10:10;C3;1.70149847193345;-0,4;-18,669281;147,706613;Aspat_1522
Chicken;Chicken;10/03/2022;1523;1.8;10/03/2022 10:13;D2;1.69203091706228;0,1;-18,669272;147,706599;Aspat_1523
Chicken;Chicken;10/03/2022;1524;1.3;10/03/2022 10:15;C3;1.68570335129257;-0,4;-18,669263;147,706531;Aspat_1524
Chicken;Chicken;10/03/2022;1525;1.5;10/03/2022 10:18;D2;1.67619139095618;-0,2;-18,669259;147,706465;Aspat_1525
Chicken;Chicken;10/03/2022;1526;1.6;10/03/2022 10:20;C3;1.66983820323216;-0,1;-18,669294;147,706362;Aspat_1526
Chicken;Chicken;10/03/2022;1527;1.3;10/03/2022 10:22;E3;1.66347700159287;-0,4;-18,669277;147,706265;Aspat_1527
Chicken;Chicken;10/03/2022;1528;1.4;10/03/2022 10:25;D2;1.65392297260928;-0,3;-18,669219;147,706159;Aspat_1528
Chicken;Chicken;10/03/2022;1529;1.3;10/03/2022 10:29;C3;1.64116817244641;-0,3;-18,669165;147,705974;Aspat_1529
Chicken;Chicken;10/03/2022;1530;1.6;10/03/2022 10:38;D2;1.61245266254723;0;-18,669634;147,706013;Aspat_1530
Chicken;Chicken;10/03/2022;1531;3;10/03/2022 10:43;D2;1.59652299840713;1,4;-18,669939;147,705889;Aspat_1531
Chicken;Chicken;10/03/2022;1532;3.2;10/03/2022 10:45;D3;1.59016179676784;1,6;-18,66994;147,705884;Aspat_1532
Chicken;Chicken;10/03/2022;1533;2.1;10/03/2022 10:47;C3;1.58380860904382;0,5;-18,669945;147,705881;Aspat_1533
Chicken;Chicken;10/03/2022;1534;3.3;10/03/2022 10:49;B3;1.57746471325225;1,7;-18,67002;147,705903;Aspat_1534
Chicken;Chicken;10/03/2022;1535;3;10/03/2022 10:51;C3;1.57113138554114;1,4;-18,670025;147,705901;Aspat_1535
Davies;Davies;12/03/2022;1536;1.8;12/03/2022 09:26;D4;1.79901043432935;0;-18,825859;147,626415;Aspat_1536
Davies;Davies;12/03/2022;1537;1.8;12/03/2022 09:27;C6;1.79431596137184;0;-18,825871;147,626419;Aspat_1537
Davies;Davies;12/03/2022;1538;1.9;12/03/2022 09:35;D4;1.75636218676581;0,1;-18,825882;147,626386;Aspat_1538
Davies;Davies;12/03/2022;1539;1.9;12/03/2022 09:38;D5;1.74196551324252;0,2;-18,825906;147,626386;Aspat_1539
Davies;Davies;12/03/2022;1540;1.8;12/03/2022 09:40;D5;1.73232411777982;0,1;-18,82592;147,626429;Aspat_1540
Davies;Davies;12/03/2022;1541;1.9;12/03/2022 09:41;C4;1.72749118446373;0,2;-18,825968;147,626451;Aspat_1541
Davies;Davies;12/03/2022;1542;1.9;12/03/2022 09:43;D5;1.71780226541121;0,2;-18,825962;147,626476;Aspat_1542
Davies;Davies;12/03/2022;1543;1.9;12/03/2022 09:44;D4;1.71294684853458;0,2;-18,825956;147,626479;Aspat_1543
Davies;Davies;12/03/2022;1544;1.8;12/03/2022 09:47;C5;1.69834019055137;0,1;-18,825974;147,626483;Aspat_1544
Davies;Davies;12/03/2022;1545;2;12/03/2022 09:49;D4;1.68857160533823;0,3;-18,825978;147,626527;Aspat_1545
Davies;Davies;12/03/2022;1546;2;12/03/2022 09:51;D4;1.67878104518984;0,3;-18,826015;147,626526;Aspat_1546
Davies;Davies;12/03/2022;1547;1.9;12/03/2022 09:53;D6;1.66897080938197;0,2;-18,825987;147,626538;Aspat_1547
Davies;Davies;12/03/2022;1548;1.9;12/03/2022 09:54;C5;1.66405903290768;0,2;-18,826001;147,626555;Aspat_1548
Davies;Davies;12/03/2022;1549;1.8;12/03/2022 09:56;D5;1.65422360471265;0,1;-18,825988;147,62659;Aspat_1549
Davies;Davies;12/03/2022;1550;1.9;12/03/2022 10:00;D4;1.63451333608756;0,3;-18,825964;147,626623;Aspat_1550
Davies;Davies;12/03/2022;1551;5.7;12/03/2022 09:27;C3;1.79431596137184;3,9;-18,825865;147,626609;Aspat_1551
Davies;Davies;12/03/2022;1552;4.8;12/03/2022 09:30;C3;1.78016343449113;3;-18,825875;147,62662;Aspat_1552
Davies;Davies;12/03/2022;1553;5.3;12/03/2022 09:32;D2/D3;1.77067359796076;3,5;-18,825873;147,62664;Aspat_1553
Davies;Davies;12/03/2022;1554;4.1;12/03/2022 09:35;D3;1.75636218676581;2,3;-18,825879;147,626661;Aspat_1554
Davies;Davies;12/03/2022;1555;3.5;12/03/2022 09:38;B3;1.74196551324252;1,8;-18,825885;147,626673;Aspat_1555
Davies;Davies;12/03/2022;1556;3;12/03/2022 09:39;D3;1.73714898846601;1,3;-18,825883;147,626682;Aspat_1556
Davies;Davies;12/03/2022;1557;2.1;12/03/2022 09:41;B3;1.72749118446373;0,4;-18,825902;147,626646;Aspat_1557
Davies;Davies;12/03/2022;1558;3.2;12/03/2022 09:43;C3;1.71780226541121;1,5;-18,82594;147,626663;Aspat_1558
Davies;Davies;12/03/2022;1559;2.1;12/03/2022 09:45;D3;1.70808450671422;0,4;-18,825767;147,62643;Aspat_1559
Davies;Davies;12/03/2022;1560;4.1;12/03/2022 09:57;D4;1.6493005304536;2,5;-18,825762;147,626444;Aspat_1560
Davies;Davies;12/03/2022;1561;4.2;12/03/2022 09:58;D2/D3;1.64437426807954;2,6;-18,825755;147,626447;Aspat_1561
Davies;Davies;12/03/2022;1562;3.9;12/03/2022 09:50;C2;1.68367892854084;2,2;-18,82577;147,626469;Aspat_1562
Davies;Davies;12/03/2022;1563;3.5;12/03/2022 09:52;C2/C3;1.67387824285177;1,8;-18,82579;147,626481;Aspat_1563
Davies;Davies;12/03/2022;1564;3.8;12/03/2022 10:00;C3;1.63451333608756;2,2;-18,825689;147,626434;Aspat_1564
Davies;Davies;12/03/2022;1565;3.4;12/03/2022 10:02;C3;1.62464312453903;1,8;-18,825615;147,626457;Aspat_1565
Davies;Davies;12/03/2022;1566;1.8;12/03/2022 10:05;D6;1.60982547909443;0,2;-18,82562;147,626455;Aspat_1566
Davies;Davies;12/03/2022;1567;2;12/03/2022 10:08;D4;1.595;0,4;-18,825596;147,626534;Aspat_1567
Davies;Davies;12/03/2022;1568;2;12/03/2022 10:11;D4;1.58017452090557;0,4;-18,825596;147,626534;Aspat_1568
Davies;Davies;12/03/2022;1569;1.9;12/03/2022 10:13;D4;1.57029473676993;0,3;-18,825446;147,626433;Aspat_1569
Davies;Davies;12/03/2022;1570;1.8;12/03/2022 10:15;D4;1.56042075457129;0,2;-18,825503;147,626439;Aspat_1570
Davies;Davies;12/03/2022;1571;1.9;12/03/2022 10:19;D4;1.5406994695464;0,4;-18,825484;147,626413;Aspat_1571
Davies;Davies;12/03/2022;1572;1.9;12/03/2022 10:21;C5;1.53085679818885;0,4;-18,825469;147,626454;Aspat_1572
Davies;Davies;12/03/2022;1573;1.8;12/03/2022 10:24;D5;1.51612175714823;0,3;-18,825492;147,62644;Aspat_1573
Davies;Davies;12/03/2022;1581;3.5;12/03/2022 10:04;C2/C3;1.61476595141557;1,9;-18,825474;147,626425;Aspat_1581
Davies;Davies;12/03/2022;1582;3.6;12/03/2022 10:07;C3/C4;1.59994221325146;2;-18,825455;147,626416;Aspat_1582
Davies;Davies;12/03/2022;1583;2.8;12/03/2022 10:09;C3/C4;1.59005778674854;1,2;-18,825442;147,626479;Aspat_1583
Davies;Davies;12/03/2022;1584;3.7;12/03/2022 10:11;C4;1.58017452090557;2,1;-18,825365;147,626494;Aspat_1584
Davies;Davies;12/03/2022;1585;4.3;12/03/2022 10:14;C3;1.56535687546097;2,7;-18,825355;147,626527;Aspat_1585
Davies;Davies;12/03/2022;1586;3.2;12/03/2022 10:16;C3;1.55548666391245;1,6;-18,825385;147,62658;Aspat_1586
Davies;Davies;12/03/2022;1587;3.9;12/03/2022 10:18;B3;1.54562573192046;2,4;-18,825382;147,626606;Aspat_1587
Davies;Davies;12/03/2022;1588;3.2;12/03/2022 10:20;C3;1.53577639528735;1,7;-18,8254;147,626624;Aspat_1588
Davies;Davies;12/03/2022;1589;2.7;12/03/2022 10:22;C3/C4;1.52594096709232;1,2;-18,825441;147,626639;Aspat_1589
Davies;Davies;12/03/2022;1590;3.2;12/03/2022 10:25;C5;1.51121895481016;1,7;-18,825315;147,626725;Aspat_1590
Davies;Davies;12/03/2022;1591;2.8;12/03/2022 10:27;D3;1.50142839466177;1,3;-18,825289;147,626655;Aspat_1591
Davies;Davies;12/03/2022;1592;3.2;12/03/2022 10:29;C5;1.49165980944863;1,7;-18,825317;147,626702;Aspat_1592
Davies;Davies;12/03/2022;1593;2.2;12/03/2022 10:32;D5;1.47705315146543;0,7;-18,825247;147,626596;Aspat_1593
Davies;Davies;12/03/2022;1594;4.2;12/03/2022 10:35;C3;1.46250881553627;2,7;-18,825202;147,626635;Aspat_1594
Davies;Davies;12/03/2022;1595;4;12/03/2022 10:36;B3;1.45767588222018;2,5;-18,825193;147,626659;Aspat_1595
Lady Musgrave;Lady Musgrave;24/03/2022;1596;5;24/03/2022 08:00;D5;1.01443361308129;4;-23,90743973;152,3867061;Aspat_1596
Lady Musgrave;Lady Musgrave;24/03/2022;1597;5;24/03/2022 08:00;D4;1.01443361308129;4;-23,90743109;152,386691;Aspat_1597
Lady Musgrave;Lady Musgrave;24/03/2022;1598;5.1;24/03/2022 08:01;D3;1.01565453574476;4,1;-23,90741182;152,3866715;Aspat_1598
Lady Musgrave;Lady Musgrave;24/03/2022;1599;5.2;24/03/2022 08:02;D3;1.01690401094189;4,2;-23,90742783;152,3866732;Aspat_1599
Lady Musgrave;Lady Musgrave;24/03/2022;1600;4.8;24/03/2022 08:24;C4;1.05135544001616;3,7;-23,90737393;152,3865905;Aspat_1600
Lady Musgrave;Lady Musgrave;24/03/2022;1601;4.6;24/03/2022 08:26;C4;1.05511885823672;3,5;-23,90741014;152,3865734;Aspat_1601
Lady Musgrave;Lady Musgrave;24/03/2022;1602;3.5;24/03/2022 08:42;B5;1.08868885817737;2,4;-23,9075072;152,3865234;Aspat_1602
Lady Musgrave;Lady Musgrave;24/03/2022;1603;5.3;24/03/2022 08:53;D3/D4;1.11505428143255;4,2;-23,90767048;152,3866346;Aspat_1603
Lady Musgrave;Lady Musgrave;24/03/2022;1604;3.3;24/03/2022 08:57;D4;1.12523882951976;2,2;-23,90768666;152,3866475;Aspat_1604
Lady Musgrave;Lady Musgrave;24/03/2022;1605;3.2;24/03/2022 08:59;D4;1.13044267553483;2,1;-23,90773108;152,3866667;Aspat_1605
Lady Musgrave;Lady Musgrave;24/03/2022;1606;1;24/03/2022 12:30;E3;1.65554188482467;-0,7;-23,90830969;152,3865203;Aspat_1606
Lady Musgrave;Lady Musgrave;24/03/2022;1607;0.7;24/03/2022 12:34;E4;1.65739059708279;-1;-23,90832494;152,3864977;Aspat_1607
Lady Musgrave;Lady Musgrave;24/03/2022;1608;0.7;24/03/2022 12:36;B4;1.65813103922139;-1;-23,90835813;152,3865083;Aspat_1608
Lady Musgrave;Lady Musgrave;24/03/2022;1609;0.7;24/03/2022 12:39;D4;1.65901102520127;-1;-23,90836962;152,3865145;Aspat_1609
Lady Musgrave;Lady Musgrave;24/03/2022;1610;0.7;24/03/2022 12:40;D3;1.65924272879649;-1;-23,90836618;152,3865228;Aspat_1610
Lady Musgrave;Lady Musgrave;24/03/2022;1611;3;24/03/2022 08:18;E4;1.04067671836469;2;-23,88356882;152,41571;Aspat_1611
Lady Musgrave;Lady Musgrave;24/03/2022;1612;5.2;24/03/2022 08:30;E4;1.0629431813766;4,1;-23,88372414;152,4158023;Aspat_1612
Lady Musgrave;Lady Musgrave;24/03/2022;1613;2.3;24/03/2022 08:53;D3/D4;1.11505428143255;1,2;-23,88355432;152,4162366;Aspat_1613
Lady Musgrave;Lady Musgrave;24/03/2022;1614;3.8;24/03/2022 09:00;E4;1.13307165545269;2,7;-23,8834099;152,4165353;Aspat_1614
Lady Musgrave;Lady Musgrave;24/03/2022;1615;4.8;24/03/2022 09:06;D4/D5;1.14920894289035;3,7;-23,88336388;152,4167807;Aspat_1615
