"Trait_metric","term","mean","sd","n","lower","upper","q1","q3","median","IQ","min","max"
"FvFm_ED50","(Intercept)",37.2789152042239,0.020346027517645,100,37.2748781109541,37.2829522974937,37.2651529013413,37.290691878671,37.2763977472756,0.0255389773296315,37.2268444353469,37.3290003446654
"FvFm_ED50","MMM",0.0726690328751341,0.0277081717668659,100,0.0671711304634057,0.0781669352868624,0.0531436521479785,0.0837297028339276,0.0673651862864486,0.0305860506859491,0.00726457611905495,0.129608778862851
"FvFm_ED50","DHW_collection",0.0657640684264465,0.0216407088395167,100,0.061470082294075,0.070058054558818,0.0486432944086016,0.0802394723664198,0.0608854693185154,0.0315961779578183,0.00124902747187416,0.127633739303147
"FvFm_ED50","Velocity_OM",0.0451650443504737,0.0254637180114868,100,0.0401124902575929,0.0502175984433546,0.0268956839509922,0.0532171007483389,0.038235318765492,0.0263214167973467,-0.0125864412450278,0.0926992259443589
"FvFm_ED50","DHW_freq_sup4",0.0431503014519406,0.0304945622148059,100,0.0370995187241582,0.0492010841797231,0.0251418079286369,0.0497011255628968,0.0308800795268694,0.0245593176342599,-0.011697168522753,0.0865401020142867
"FvFm_ED50","Depth",0.0376332908588791,0.014379925670643,100,0.0347800016310549,0.0404865800867034,0.0283355023258294,0.0457537144881179,0.0350621601325868,0.0174182121622885,0.00220818408239665,0.0718810327315507
"FvFm_ED50","AR",0.0359976296778969,0.00996421059796191,100,0.0340205141201316,0.0379747452356622,0.0293399873154617,0.0419607972833662,0.0350452620572162,0.0126208099679045,0.010408772363605,0.0608920122352229
"FvFm_ED50","TSA_DHW_stdev",0.0304534129979752,0.014272000928075,100,0.0276215383805209,0.0332852876154296,0.0265829296378519,0.0374186731663017,0.0319230007148203,0.0108357435284498,0.0103293143451772,0.0536722884589764
"FvFm_ED50","CF30a",-0.0195168870276407,0.0118410693187547,100,-0.021866412074359,-0.0171673619809224,-0.0237727619695213,-0.0115429066024163,-0.0157238784825619,0.012229855367105,-0.0421175450201789,0.00680187644824124
"FvFm_ED50","Turbidity",-0.0147592084364498,0.00746468339489321,100,-0.0162403635694871,-0.0132780533034126,-0.019007116943852,-0.00985080928204633,-0.0141597165371936,0.0091563076618057,-0.0327415784365606,0.00388365221066222
"FvFm_ED50","DHW_freq_sup4_1year",-0.0130294717466424,0.0188378260702167,100,-0.0167673051285984,-0.0092916383646863,-0.0131817772136273,-0.00257834216621889,-0.00637515191826147,0.0106034350474084,-0.02908692978474,0.0133268104048938
"FvFm_ED50","Health.score",0.00854053500190314,0.0101322611574689,100,0.00653007456724811,0.0105509954365582,0.00185902358758556,0.0130769402793607,0.00677616430947763,0.0112179166917751,-0.0149678514500771,0.0299038153170233
"FvFm_ED50","ROTC_ss",0.000291491367647022,0.0111721244292525,100,-0.00192530050012854,0.00250828323542258,-0.0010187156853129,0.00678275068589738,0.00369010355160153,0.00780146637121028,-0.0127209152421283,0.0184849502427128
"FvFm_Ratio","(Intercept)",0.470690016143981,0.00244911905563379,100,0.470204057789317,0.471175974498645,0.468840137254831,0.472317194545789,0.470474288452014,0.00347705729095826,0.463624551318394,0.477532780482227
"FvFm_Ratio","Velocity_OM",0.0370160176182426,0.0084148864990107,100,0.0353463215745413,0.0386857136619438,0.0307632064278216,0.0428142915644543,0.035708676268873,0.0120510851366327,0.0126865787228726,0.0608909192694033
"FvFm_Ratio","CF30a",-0.0314348539907495,0.00508932590547267,100,-0.0324446866641282,-0.0304250213173709,-0.0346510713230623,-0.0279944127823333,-0.0314724136518529,0.006656658540729,-0.0446360591341558,-0.0180094249712398
"FvFm_Ratio","MMM",-0.0311887272346721,0.00290508407330561,100,-0.0317651589410758,-0.0306122955282685,-0.0325122996678239,-0.0293469377295132,-0.0313069525966131,0.00316536193831063,-0.0372603425752898,-0.0245988948220473
"FvFm_Ratio","AR",-0.0255883368513187,0.0041155745024667,100,-0.0264049561206498,-0.0247717175819876,-0.0282502100696108,-0.0224350989832836,-0.0250257072972669,0.00581511108632726,-0.0369728766991017,-0.0137124323537927
"FvFm_Ratio","TSA_DHW_stdev",-0.0164882074143178,0.00682114047288447,100,-0.0178416696698627,-0.0151347451587728,-0.0208736328019354,-0.0115549642207458,-0.0146222403214313,0.00931866858118955,-0.0348516356737197,0.0024230386510385
"FvFm_Ratio","DHW_freq_sup4",0.0160731517216162,0.00397730436114318,100,0.0152839682481163,0.0168623351951161,0.0136400486542921,0.0183898464654014,0.0153916728476614,0.0047497978111093,0.00651535193762813,0.0255145431820653
"FvFm_Ratio","ROTC_ss",0.0140084561300962,0.00282526481237955,100,0.0134478622967518,0.0145690499634407,0.0125885967620592,0.0156213799579855,0.0139904039774102,0.00303278319592628,0.00803942196816984,0.0201705547518749
"FvFm_Ratio","Turbidity",0.0125617201160007,0.00565257888796374,100,0.011440125831033,0.0136833144009684,0.00800656454554376,0.0155208974553725,0.011499487126062,0.00751433290982874,-0.00326493481919934,0.0267923968201156
"FvFm_Ratio","DHW_freq_sup4_1year",-0.00848551932500246,0.0031734989728842,100,-0.00911521037078635,-0.00785582827921857,-0.0101611473295506,-0.00622428717634262,-0.00833864764128838,0.00393686015320801,-0.0160664375593626,-0.0003189969465306
"FvFm_Ratio","DHW_collection",-0.00502722468876252,0.00503476351741451,100,-0.00602623100061079,-0.00402821837691424,-0.00861131607964988,-0.00312239429834913,-0.0060405079298671,0.00548892178130075,-0.016844698751601,0.00511098837360198
"FvFm_Ratio","Depth",0.00325706394711542,0.00268351867529816,100,0.00272459562257288,0.00378953227165795,0.00123738870452302,0.00518442402505818,0.00311988387687663,0.00394703532053516,-0.00468316427627973,0.0111049770058609
"FvFm_Ratio","Health.score",0.00166465825605521,0.00204975560608462,100,0.00125794227403497,0.00207137423807545,0.000401810502951264,0.00311858854848792,0.00163181613082097,0.00271677804553665,-0.00367335656535371,0.0071937556167929
"NDVI_ED50","(Intercept)",36.228409300805,0.0167481936774591,100,36.2250860958247,36.2317325057854,36.216152862047,36.2374076801372,36.2298894716264,0.0212548180902203,36.1842706349116,36.2692899072725
"NDVI_ED50","DHW_freq_sup4_1year",-0.0614913053272884,0.0169674091166528,100,-0.0648580074066648,-0.0581246032479119,-0.070302810698399,-0.050646685439827,-0.061142145585965,0.019656125258572,-0.0997869985862569,-0.0211624975519691
"NDVI_ED50","DHW_collection",-0.0427828020649253,0.0108093791338085,100,-0.044927617396268,-0.0406379867335826,-0.0494013239528783,-0.0358017141750372,-0.0420124063926686,0.0135996097778411,-0.06980073861964,-0.0154022995082756
"NDVI_ED50","MMM",-0.0339062185898893,0.00790102075925772,100,-0.0354739525224248,-0.0323384846573537,-0.0384999152551571,-0.0278389914296693,-0.0331206439374609,0.0106609238254878,-0.0544913009933888,-0.0118476056914376
"NDVI_ED50","Health.score",0.0287660706886442,0.0088625609622677,100,0.0270075463190642,0.0305245950582241,0.0225341257047388,0.0330600201754539,0.0284224652480682,0.0105258944707151,0.00674528399866612,0.0488488618815266
"NDVI_ED50","Depth",-0.0241561239848939,0.00696234736981524,100,-0.025537604752296,-0.0227746432174919,-0.0283911044914553,-0.0188475514998113,-0.024024982205803,0.00954355299164393,-0.0427064339789211,-0.00453222201234543
"NDVI_ED50","DHW_freq_sup4",-0.0231781614665484,0.00476671940810801,100,-0.0241239820118508,-0.022232340921246,-0.0265307736881513,-0.0194868295851105,-0.022430323226449,0.00704394410304085,-0.0370966898427126,-0.0089209134305492
"NDVI_ED50","TSA_DHW_stdev",-0.0172388249358637,0.00339236515609371,100,-0.0179119437807329,-0.0165657060909945,-0.0191520446487202,-0.0156782878442475,-0.0174927645130495,0.0034737568044727,-0.0243626798554292,-0.0104676526375384
"NDVI_ED50","Velocity_OM",-0.01245013942106,0.00368849574626564,100,-0.0131820169996194,-0.0117182618425005,-0.0147444353960786,-0.00951600617384877,-0.0122617913295359,0.00522842922222981,-0.0225870792294233,-0.00167336234050405
"NDVI_ED50","AR",-0.0100926645722767,0.00398985585250709,100,-0.0108843385339698,-0.00930099061058362,-0.0125472799151183,-0.00764836653756135,-0.0103248631846465,0.00489891337755695,-0.0198956499814537,-0.000299996471225927
"NDVI_ED50","CF30a",-0.00875571515838015,0.00541462515806529,100,-0.0098300942608921,-0.00768133605586821,-0.0116059569682644,-0.00501006652596366,-0.00749419765870022,0.00659589044230072,-0.0214997926317155,0.00488376913748743
"NDVI_ED50","ROTC_ss",-0.00392165856930327,0.00475925137483803,100,-0.00486599729478473,-0.00297731984382181,-0.0068670495921232,-0.00103210697486866,-0.00381762338132919,0.00583494261725454,-0.015619463518005,0.00772030695101316
"NDVI_ED50","Turbidity",-0.00070522212162669,0.00386056126992064,100,-0.00147124123306814,6.0796989814762e-05,-0.00305825199352805,0.00151920962855705,-0.000649767047087012,0.00457746162208509,-0.00992444442665569,0.00838540206168469
"NDVI_Ratio","(Intercept)",0.285392746548271,0.00279334643846243,100,0.284838486012786,0.285947007083756,0.283811217120446,0.286938576747111,0.285146531126049,0.00312735962666477,0.279120177680449,0.291629616187108
"NDVI_Ratio","MMM",-0.0496816614436795,0.003232556606994,100,-0.0503230708053355,-0.0490402520820235,-0.051792280522446,-0.0475780939396803,-0.0494100072312661,0.0042141865827657,-0.0581135603965946,-0.0412568140655318
"NDVI_Ratio","DHW_collection",-0.041804035537472,0.00202503627965521,100,-0.0422058466688389,-0.0414022244061051,-0.0429586383549405,-0.0405023800990873,-0.0419544066333648,0.0024562582558532,-0.0466430257387203,-0.0368179927153075
"NDVI_Ratio","AR",-0.0359440742925838,0.00231693205258944,100,-0.036403803878026,-0.0354843447071416,-0.0370517565876266,-0.0343468869681884,-0.0358866400155044,0.00270486961943827,-0.041109061016784,-0.030289582539031
"NDVI_Ratio","TSA_DHW_stdev",-0.0156592897780557,0.00203555846176226,100,-0.0160631887386331,-0.0152553908174783,-0.0166163518546667,-0.0142578173024957,-0.0153373981742386,0.00235853455217107,-0.0201541536829233,-0.010720015474239
"NDVI_Ratio","Depth",-0.0151877480764272,0.00192903990477949,100,-0.0155705114443623,-0.0148049847084922,-0.0164394714839649,-0.0139041613696553,-0.0148981197458952,0.00253531011430957,-0.0202424366554292,-0.0101011961981909
"NDVI_Ratio","Velocity_OM",0.0147518694572366,0.00294107624877913,100,0.014168296122363,0.0153354427921102,0.0129304671787851,0.0166582043460562,0.0146090532197321,0.0037277371672711,0.00733886142787845,0.0222498100969628
"NDVI_Ratio","ROTC_ss",0.0140627763033571,0.00341959781994183,100,0.0133842539071634,0.0147412986995507,0.0117185244370551,0.0161744774502929,0.0136925734647894,0.00445595301323773,0.00503459491719853,0.0228584069701494
"NDVI_Ratio","CF30a",0.00902311798520512,0.00162063385646258,100,0.00870154906817433,0.00934468690223592,0.00795444869900937,0.0100637418209841,0.00928707745320658,0.00210929312197478,0.0047905090160472,0.0132276815039463
"NDVI_Ratio","Health.score",0.00548748953441079,0.00187701839349676,100,0.00511504836292921,0.00585993070589236,0.00416705876564511,0.00696226227273839,0.0052387500002191,0.00279520350709328,-2.57464949948195e-05,0.0111550675333783
"NDVI_Ratio","Turbidity",0.00336489395126623,0.00141410506367376,100,0.00308430482739966,0.0036454830751328,0.0023145159738241,0.00451974058156206,0.00337490015596315,0.00220522460773796,-0.000993320937782843,0.007827577493169
"NDVI_Ratio","DHW_freq_sup4_1year",0.00264775930135163,0.00178861997022477,100,0.00229285829486503,0.00300266030783823,0.00133189625139897,0.00373458749627489,0.0024646462455926,0.00240269124487592,-0.0022721406159149,0.00733862436358877
"NDVI_Ratio","DHW_freq_sup4",0.00230288703498159,0.00143440844942882,100,0.00201826927889604,0.00258750479106713,0.00147786120179241,0.00310139543486943,0.00226483316122846,0.00162353423307703,-0.000957440147823133,0.00553669678448497
